idx,label,text,image_path
910563835852890112,-1,Crowds cheer as dog is pulled out of Mexico earthquake rubble - https://t.co/2dXEcqRki5 https://t.co/sKGGQvP89j,data_image/mexico_earthquake/20_9_2017/910563835852890112_0.jpg
905762139989790720,-1,Hurricane Irma maintains winds as eye moves off coast of Hispaniola - https://t.co/ye70F3xJGp #winknews https://t.co/3oupG80fxg,data_image/hurricane_irma/7_9_2017/905762139989790720_0.jpg
906207246174101505,-1,What happens to prison inmates when natural disaster strikes? https://t.co/o84spWvT2d . https://t.co/ASzzUDOIQ9,data_image/hurricane_harvey/8_9_2017/906207246174101505_0.jpg
909470871714172932,-1,#MONEY #IRMA business How the surging yuan will affect China's economy https://t.co/UuSZh4kMeZ https://t.co/uCSoXqvV0I — Bloomberg (bus…,data_image/hurricane_irma/17_9_2017/909470871714172932_0.jpg
931258352272838656,-1,Man plays #piano on ruins of his house. The city was hit by an #earthquake of 7.3 leaving 436 dead #Iran https://t.co/4ulKhwpPEH,data_image/iraq_iran_earthquake/16_11_2017/931258352272838656_0.jpg
910194740905353216,-1,Westcott House B&amp;B in St. Aug got 8 inches of rain inside from #Irma as they were ALMOST done renovating from… https://t.co/NNVJrTvnQV,data_image/hurricane_irma/19_9_2017/910194740905353216_0.jpg
912990487501557761,-1,RT @JarredWXII: Tell us how you really feel! #OBX #hurricanemaria https://t.co/TZGrYRmjAp,data_image/hurricane_maria/27_9_2017/912990487501557761_0.jpg
905288649692127232,-1,Arrived @RedCross. You should volunteer. #Harvey #Irma https://t.co/lrPBPhnKUg,data_image/hurricane_harvey/6_9_2017/905288649692127232_0.jpg
914229431027273728,-1,Hurricane Maria is 45's Katrina. Will his condescending attitude and slow response contribute to the lost of life? https://t.co/IdYy2zxT2s,data_image/hurricane_maria/30_9_2017/914229431027273728_0.jpg
909975778921783296,-1,RT @noaaocean: See highest water levels during #Irma from @NOAA tide stations: https://t.co/36buuZPdzy https://t.co/62BvEgyhNC,data_image/hurricane_irma/19_9_2017/909975778921783296_0.jpg
910543811184660481,-1,"RT @njdotcom: Dramatic photos, videos of Hurricane Maria's wrath in Puerto Rico https://t.co/wRaouxldhc https://t.co/yM8trMIsqZ",data_image/hurricane_maria/20_9_2017/910543811184660481_0.jpg
923655665847029761,-1,@kimburgo from Catholic Charities USA is at a warehouse in Puerto Rico where supplies arrive #HealPuertoRico https://t.co/In4QWciWsx,data_image/hurricane_maria/26_10_2017/923655665847029761_0.jpg
909941400942153728,-1,NASCAR's Jimmie Johnson helps out Naples family after Hurricane Irma https://t.co/ubqBJZ5LdL https://t.co/z43TT6oMei,data_image/hurricane_irma/19_9_2017/909941400942153728_0.jpg
914838893660393472,-1,'Snakebot' deployed for urban search and rescue after Mexico City earthquake https://t.co/HP7G6usQGx https://t.co/TcuCqvqe3h,data_image/mexico_earthquake/2_10_2017/914838893660393472_0.jpg
912995259973558273,-1,Unlikely band of friends call on the public to help Mexico after earthquake https://t.co/EGzSYWzHrW https://t.co/xpRxb2nf4s,data_image/mexico_earthquake/27_9_2017/912995259973558273_0.jpg
910211172380446720,-1,"Irma may have caused $42.5 billion to $65 billion in property damage, report says https://t.co/LhH9XWusdP https://t.co/x3JekFikBB",data_image/hurricane_irma/19_9_2017/910211172380446720_0.jpg
904448637454786560,-1,RT @CBSNews: Pizza Hut workers paddle through Harvey floodwaters to deliver free pies https://t.co/fP7y9HoKqj https://t.co/shyyer0vlq,data_image/hurricane_harvey/3_9_2017/904448637454786560_0.jpg
911611190714843136,-1,Hurricane Maria/Mary: Advisory 30: Maria/Mary forecasted to track out into the Atlantic Ocean. https://t.co/bNR2ER3zfw,data_image/hurricane_maria/23_9_2017/911611190714843136_0.jpg
913513660596793345,-1,The Rays will continue the Food &amp; Supplies Drive for Hurricane Maria victim... #TBRays https://t.co/W30AoeRk06 https://t.co/Vh6NN0WUje,data_image/hurricane_maria/28_9_2017/913513660596793345_0.jpg
913749600464379904,-1,#HurricaneMaria Now a tropical storm headed for Ireland https://t.co/6d5np1osAq,data_image/hurricane_maria/29_9_2017/913749600464379904_0.jpg
921455634939293698,-1,"Our power, our future: Puerto Ricoâ€™s road to a #JustRecovery https://t.co/vKKf5ZRdzh https://t.co/mQsfGdzfR4",data_image/hurricane_maria/20_10_2017/921455634939293698_0.jpg
929504336094416897,-1,Also check out the table to send support for Hunger and Homelessness in Puerto Rico https://t.co/pCr99zECxp https://t.co/Slc5JkJps0,data_image/hurricane_maria/12_11_2017/929504336094416897_0.jpg
909383924526264320,-1,RT @Forbes: The scientific explanation of why Hurricane Irma was so destructive: https://t.co/PqASvyL6zw https://t.co/9xn4TOW0rJ,data_image/hurricane_irma/17_9_2017/909383924526264320_0.jpg
909948371401457664,-1,RT @JU_WBB: Today we helped clean up the campus we love in the recovery effort post Irma‚Ä¶#NoCeilings https://t.co/lMrcSJUzIq,data_image/hurricane_irma/19_9_2017/909948371401457664_0.jpg
901805456213102593,-1,Pictures from the Heights neighborhood in #Houston. Water is rising. #Harvey https://t.co/xsGzUA92dF,data_image/hurricane_harvey/27_8_2017/901805456213102593_0.jpg
920306504233836545,-1,RT @NOAADigCoast: Explore the technique @GTMReserve uses to help reduce their wildfire risk. https://t.co/37OXLY2nx4 https://t.co/0eSigZZYDt,data_image/california_wildfires/17_10_2017/920306504233836545_0.jpg
923694395303477248,-1,"The #WildomarFire burns hundreds of acres near Lake Elsinore, California. Structuresâ€¦ https://t.co/mpaJ0F5HVP https://t.co/FHfMEOJYg1",data_image/california_wildfires/26_10_2017/923694395303477248_0.jpg
905408423688368129,-1,Clarkson students showing care and concern for the victims of Hurricane Harvey. @CESsoars #MyGCS https://t.co/LKHMYC7UYk,data_image/hurricane_harvey/6_9_2017/905408423688368129_0.jpg
906786772377636865,-1,#Breaking Tornado warning for Lantana Rd south to Boca Raton. #BeSafe @CBS12 https://t.co/kg5dveoRxt,data_image/hurricane_harvey/10_9_2017/906786772377636865_0.jpg
910624708604854273,-1,Keep up-to-date on Hurricane Maria NOTAMs #AvDelphi #notam #maria https://t.co/hjHaIaM1BC https://t.co/9bPz7myVJp,data_image/hurricane_maria/20_9_2017/910624708604854273_0.jpg
923553862958624769,-1,RT @katieellen505: Last full day in Puerto Ricoὡ3ὁA https://t.co/XWvF6KG5Gw,data_image/hurricane_maria/26_10_2017/923553862958624769_0.jpg
910523554130784256,-1,https://t.co/XP1uEFa9rI Thousands in shelters as Puerto Rico awaits direct hit from Hurricane Maria /r/news https://t.co/Dl0u1M9Q9F,data_image/hurricane_maria/20_9_2017/910523554130784256_0.jpg
906856916864913408,-1,"Much like Harvey, #HurricaneIrma could bring rain to Arkansas as it fizzles out. #arwx https://t.co/LvyFSnEMcK",data_image/hurricane_harvey/10_9_2017/906856916864913408_0.jpg
916123663296028673,-1,Can Elon Musk fix Puerto Rico's broken power grid? https://t.co/4cA3hyIbWb via @mrslac2017 #socialmedia #mlm https://t.co/zxXdIyv3Ac,data_image/hurricane_maria/6_10_2017/916123663296028673_0.jpg
910699002064244737,-1,Rain falls on rescue teams at Mexico school flattened by earthquake https://t.co/g5Wqwq1UPS https://t.co/os5FhTtaFD,data_image/mexico_earthquake/21_9_2017/910699002064244737_0.jpg
870941912605261824,-1,"It's #Saturday, #treat yourself to our #Pastel tres leches y compota de mora azul. https://t.co/WMpmu27P9X",data_image/srilanka_floods/3_6_2017/870941912605261824_0.jpg
913058338623180800,-1,"As of 11am #Maria is back up to hurricane status, but now pulling away from the US. https://t.co/ffGcxo3sAr",data_image/hurricane_maria/27_9_2017/913058338623180800_0.jpg
909701027879882752,-1,Trees that fell during Irma In Sarasota FL https://t.co/mAvKR3RDg7,data_image/hurricane_irma/18_9_2017/909701027879882752_0.jpg
908172622957043712,-1,Matt Harveyâ€™s third outing since coming off the disabled list was a thankless slog https://t.co/f8xlANfytf #Mets https://t.co/7CsvaXEdYk,data_image/hurricane_harvey/14_9_2017/908172622957043712_0.jpg
921519090987966464,-1,"RT @MZHemingway: Photo of the Pier Fire in Tulare County, California. Taken by Bev Schlitz from her home. https://t.co/hbArfjDtsk",data_image/california_wildfires/20_10_2017/921519090987966464_0.jpg
921349835705536512,-1,YOU can make a difference for the people of Puerto Rico. See you Tuesday night! https://t.co/ox6oWFRsX9,data_image/hurricane_maria/20_10_2017/921349835705536512_0.jpg
909910746259009538,-1,"While friends and family sheltered in place, my family packed it up and headed for a hotel‚Ä¶ https://t.co/OmTFfjjsDa https://t.co/z6L0SsXVn3",data_image/hurricane_irma/18_9_2017/909910746259009538_0.jpg
909864157851394048,-1,"@Hedgeye @nntaleb @zerohedge lol.. I'm dying. Better than the ""IRMA Lifeguard Signer"" https://t.co/sogBJjZFFH",data_image/hurricane_irma/18_9_2017/909864157851394048_1.jpg
909388988661862400,-1,RT @CDCgov: Stay safe after #Irma. Keep generators/gas-powered engines at least 20' away to prevent CO poisoning.… https://t.co/cZUv6pp8bC,data_image/hurricane_irma/17_9_2017/909388988661862400_0.jpg
911566777917853696,-1,☕️Brewin' on @HLNTV @WeekendExp: • #HurricaneMaria latest • @realDonaldTrump blasts #NFL • @LynnSmithTV ὅFgame is ὒ5 https://t.co/65GevcR3iD,data_image/hurricane_maria/23_9_2017/911566777917853696_0.jpg
906972270186426374,-1,RT @FOX13Memphis: Heroic vet saves as many pets as possible during Hurricane Harvey disaster https://t.co/LZY8DmuzQs https://t.co/DnmBa3tsp6,data_image/hurricane_harvey/10_9_2017/906972270186426374_0.jpg
910187280329007104,-1,"After Irma, I'm wondering if Florida should still be our retirement destination. Would we ha https://t.co/8EYqBSby7e https://t.co/jbsARdxeR2",data_image/hurricane_irma/19_9_2017/910187280329007104_0.jpg
911801192744964100,-1,Marrying a POC does not make you woke. Don't be like Edward Blackorby. #HurricaneMaria https://t.co/rPnHx942xy,data_image/hurricane_maria/24_9_2017/911801192744964100_0.jpg
906112443398619136,-1,"Hurricane Irma, Jose and Harvey damage: US economy at risk as FloridaÂ braces https://t.co/loFbcRhwoh https://t.co/4YSlOkbrYB",data_image/hurricane_harvey/8_9_2017/906112443398619136_0.jpg
922425403746242561,-1,RT @EarthPixDaiIy: A vicious fire ripping through a home in California https://t.co/spKjNeeJIf,data_image/california_wildfires/23_10_2017/922425403746242561_0.jpg
927992432779767809,-1,"This company is still paying its staff in Puerto Rico, even if they can't work https://t.co/xEs1NamCGz https://t.co/vRkDflLtou",data_image/hurricane_maria/7_11_2017/927992432779767809_0.jpg
921827933769162753,-1,There’s still time! Drop off donations until 6pm at the Chamber to “stuff the bus” to help hurricane Maria survivors https://t.co/hNu9vRV2vg,data_image/hurricane_maria/21_10_2017/921827933769162753_0.jpg
908783332305129472,-1,Sending supplies to @houstonpolice today; #SirchieSupports our #policepartners #HoustonStrong #harvey https://t.co/D32iH6Wg8k,data_image/hurricane_harvey/15_9_2017/908783332305129472_0.jpg
919611571583713280,-1,Are California forest fire memes worth investing in? https://t.co/zUex5lVuJU,data_image/california_wildfires/15_10_2017/919611571583713280_0.jpg
909770991672455168,-1,#Mobilehomes battered but largely intact after #Irma - https://t.co/I9llFClJm2 #manufacturedhomes https://t.co/xPNaOkEkkv,data_image/hurricane_irma/18_9_2017/909770991672455168_0.jpg
909893860788228097,-1,"Irma pushed classes back a week, but here we are! ""I have fun dance, mommy!"" - Sugarface https://t.co/EHUzvQ5eF7",data_image/hurricane_irma/18_9_2017/909893860788228097_0.jpg
905742386860617728,-1,Harvey: Hurricane Preparation Tips for #Datacenter Managers https://t.co/fFac8AceuQ https://t.co/KjPBKlwVYG,data_image/hurricane_harvey/7_9_2017/905742386860617728_0.jpg
910809662383149058,-1,Rescuers struggle to save trapped girl as Mexico hunts for earthquake survivors https://t.co/UyqGrZh7k9 https://t.co/G9ttjcQvNg,data_image/mexico_earthquake/21_9_2017/910809662383149058_0.jpg
918109951863635968,-1,Photo Of The Day: Wildfires Running Amok In California https://t.co/pAdxwycVQ8 https://t.co/TOx5dSoDwY,data_image/california_wildfires/11_10_2017/918109951863635968_0.jpg
904650765637230592,-1,@CelticsFootball varsity players load trucks to help #Texas. #HurricaneHarvey #service #HelpTexas #celticfootball50 https://t.co/Pk9Gdc6J5Q,data_image/hurricane_harvey/4_9_2017/904650765637230592_0.jpg
911787200479682560,-1,Badass Rescue Dog Who Has Rescued 52 Lives Is Now Saving People Affected Byâ€¦ https://t.co/AIZPgsw7OI https://t.co/bcDfrjRKrk,data_image/mexico_earthquake/24_9_2017/911787200479682560_0.jpg
910586721246486528,-1,Live Update Video- Hurricane Maria Hits Puerto Rico With Heavy Storms Knocking Out Power https://t.co/hX2fvjPs1Q https://t.co/nbXIhBVMaP,data_image/hurricane_maria/20_9_2017/910586721246486528_0.jpg
908172886573293568,-1,@dpradhanbjp á½ 0á½ 0á½ 0abey gandoo.. irma and harvey happened 3 months back?? U r naked.. á½ 0á½ 0á½ 0 https://t.co/VjOc849mo7,data_image/hurricane_harvey/14_9_2017/908172886573293568_0.jpg
910743867951058944,-1,Mexico City earthquake â€“ Rescuers battle to save children trapped beneath rubble of schoolâ€¦ https://t.co/6AgAAnLJZp https://t.co/gda3SzA5eR,data_image/mexico_earthquake/21_9_2017/910743867951058944_0.jpg
914271884253986817,-1,95% of customers are without electricity service in Puerto Rico 10 days after… https://t.co/cJR9KN9rjZ https://t.co/hAakYdTz5i,data_image/hurricane_maria/30_9_2017/914271884253986817_0.jpg
910534323756949505,-1,RT @TPNN_ThePoint: Breaking: Deadly Hurricane Just Took A Turn For The Worse https://t.co/HsoQEeuzsd https://t.co/h7fRXezDus,data_image/hurricane_maria/20_9_2017/910534323756949505_0.jpg
930191651187802113,-1,Iran nuclear weapon detonation causes catastrophic 7.3 magnitude earthquake on 12 November 2017 https://t.co/uprYdvauVC,data_image/iraq_iran_earthquake/13_11_2017/930191651187802113_0.jpg
908810441308102656,-1,Need A Job? FEMA Needs Texans To Help With Harvey Recovery https://t.co/vqzZeHAKA2 https://t.co/PjD4TsDMjS,data_image/hurricane_harvey/15_9_2017/908810441308102656_0.jpg
909717040205828097,-1,RT @rusnivek: The damage here is unreal. Direct hit category 4 #hurricane #Irma https://t.co/mlNO51lGH1,data_image/hurricane_irma/18_9_2017/909717040205828097_0.jpg
909974287200784389,-1,RT @FacesPics: This coconut hit by hurricane Irma is scarred for life https://t.co/BrNDOXYe34,data_image/hurricane_irma/19_9_2017/909974287200784389_0.jpg
930731898913075201,-1,"Iran earthquake is ""politicised"". https://t.co/MJzrFbkiGb",data_image/iraq_iran_earthquake/15_11_2017/930731898913075201_0.jpg
904401576336478209,-1,A rainy Sunday for much of the Northeast with several areas of low pressure (Harvey's remnants) lifting Northward: https://t.co/o0TxXK0JwN,data_image/hurricane_harvey/3_9_2017/904401576336478209_0.jpg
923514092651982849,-1,Bond insurer proposes timeout for Puerto Rico litigation https://t.co/0mqbZgj58J ($) https://t.co/xIEPLfcMum,data_image/hurricane_maria/26_10_2017/923514092651982849_0.jpg
919976381869539328,-1,"Raging California wildfires burned 80 cell towers, hampering evacuation alerts https://t.co/5Kk9VnBnww https://t.co/qf3ZOPWIl7",data_image/california_wildfires/16_10_2017/919976381869539328_0.jpg
915987198872301568,-1,RT @GOP: ICYMI â†’ @POTUS thanks members of U.S. Armed Forces helping with relief efforts in Puerto Rico. https://t.co/IEv0wDjsCC,data_image/hurricane_maria/5_10_2017/915987198872301568_0.jpg
922601333399719936,-1,"No, â€œEssential Oilsâ€ Will Not Clear the California Fire Smoke Out of Your Air - Mother Jones https://t.co/JfKsM96l7B https://t.co/YUK9AQ82Pl",data_image/california_wildfires/23_10_2017/922601333399719936_0.jpg
912005612099207168,-1,Afternoon look @ #HurricaneMaria. #NCwx #SCwx #GAwx #TropicalWx #Wx https://t.co/BTmNQy4ceH,data_image/hurricane_maria/24_9_2017/912005612099207168_0.jpg
923199375161151488,-1,"#Leptospirosis cases rise in #PuertoRico, May become more prevalent - Outbreak News Today... https://t.co/zVMg2SK5qa https://t.co/evduYoRWU2",data_image/hurricane_maria/25_10_2017/923199375161151488_0.jpg
913067320083394568,-1,Hurricane Maria Begins Moving Away From U.S. East Coast https://t.co/TKPNIdutfU https://t.co/WQFixfc60q,data_image/hurricane_maria/27_9_2017/913067320083394568_0.jpg
901705638794821632,-1,"RT @msalgado: Because record floods just aren't enough, there's another couplet and Tor warning. #Harvey #txwx https://t.co/91ezeQTdsO",data_image/hurricane_harvey/27_8_2017/901705638794821632_0.jpg
906649075717509120,-1,Confirmed large &amp; extremely dangerous #tornado in or very near Ft. Lauderdale. #flwx #HurricaneIrma https://t.co/g8WgElT1Tb,data_image/hurricane_harvey/9_9_2017/906649075717509120_0.jpg
910640199272747008,-1,Map of #2017PueblaMexicoEarthquake https://t.co/aQaxyH0eGh https://t.co/QG6WVPzKZe,data_image/mexico_earthquake/20_9_2017/910640199272747008_0.jpg
912016351685996545,-1,Israeli aid team in #Mexico working day&amp;night to find survivors #MexicoEarthquake á¼žEá¼Ÿ1 https://t.co/UO2ZKkaisB,data_image/mexico_earthquake/24_9_2017/912016351685996545_0.jpg
870904419654565888,-1,Snapchat me y'all @ anna.mora https://t.co/JnHap9FFol,data_image/srilanka_floods/3_6_2017/870904419654565888_0.jpg
904306805827887104,-1,"RT Forbes ""Best colleges for high salary potential: 1. Harvey Mudd College 2. Princeton 3. MIT … https://t.co/tnmCeinayM""",data_image/hurricane_harvey/3_9_2017/904306805827887104_0.jpg
901650508229877760,-1,"RT @FoxNews: Jason Chaffetz on @POTUS' team: ""They know how to move resources."" #HurricaneHarvey https://t.co/sARsRJsRPR",data_image/hurricane_harvey/27_8_2017/901650508229877760_0.jpg
905680812271652864,-1,Local couple in Puerto Rico as Hurricane Irma strikes island https://t.co/ygCSar3JEO https://t.co/BFKPyeu4W3,data_image/hurricane_irma/7_9_2017/905680812271652864_0.jpg
917922816195837952,-1,No fire for miles but plenty of smoke. Sunset in Northern California. https://t.co/dsMFcyb62N,data_image/california_wildfires/11_10_2017/917922816195837952_0.jpg
908157765658476544,-1,Dead Ass !! á½ 2á½ 2á½ 2 [Harvey/Irma. Kenneka Jenkins. iPhone X. ] https://t.co/Ao9GnkOlYn,data_image/hurricane_harvey/14_9_2017/908157765658476544_0.jpg
875073044510679040,-1,"Rick Mora as Haymitch Abernathy / ""here's some advice. stay alive."" https://t.co/kCAOe62DLf",data_image/srilanka_floods/14_6_2017/875073044510679040_0.jpg
931366109583958016,-1,People from Sarab-Zahab village building their own shelter after the destructive earthquake in Western Iran. https://t.co/2iEfgpjWvT,data_image/iraq_iran_earthquake/17_11_2017/931366109583958016_0.jpg
913239865055211520,-1,Mexico Earthquake &amp;Â Winlink https://t.co/dhG1rUHgyC https://t.co/LNUYigXqLp,data_image/mexico_earthquake/28_9_2017/913239865055211520_0.jpg
912376057365504001,-1,@JoyAnnReid . Almost all food crops (agriculture) hence livelihoods have been devastated by hurricane 'Maria'. . https://t.co/qIafKfMh0Z,data_image/hurricane_maria/25_9_2017/912376057365504001_0.jpg
907417732580347904,-1,Post-#Katrina lessons for Harvey's returning #students https://t.co/T13oTccaRH https://t.co/BSC3CZAlA4,data_image/hurricane_harvey/12_9_2017/907417732580347904_0.jpg
917866755363442688,-1,@KamalaHarris â‰ï¸Blue Sparks Came Out The Skyâ‰ï¸ https://t.co/NfBGN1AwGO https://t.co/s5g8XaMBU5,data_image/california_wildfires/10_10_2017/917866755363442688_0.jpg
923116559077326848,-1,"Puerto Rico Unidos Tickets 1st Ward Chicago Thursday, November 16 | https://t.co/mg7Nph545g | #ConcertTickets https://t.co/PS6IYRZoaT",data_image/hurricane_maria/25_10_2017/923116559077326848_0.jpg
912074139753619456,-1,Rescue work suspended at earthquake collapse site in Mexico City (AP) https://t.co/csmP4l5May https://t.co/32Xj7vYom3,data_image/mexico_earthquake/24_9_2017/912074139753619456_0.jpg
905926924467363841,-1,VIDEO: Harvey floodwaters collapse U.S. Highway 96 bridge in Texas https://t.co/hzClssASwR https://t.co/8JOvjAFsqi,data_image/hurricane_harvey/7_9_2017/905926924467363841_0.jpg
870687180712099840,-1,RCY Khagrachori Manikchri Unit in action after #mora. https://t.co/6arnySID94,data_image/srilanka_floods/2_6_2017/870687180712099840_0.jpg
906688666298458112,-1,RT @KREMTony: Heads up! Tornado watch in effect until midnight. (This was anticipated says @grant_gilmore) https://t.co/wG9nDLVZ7P,data_image/hurricane_harvey/10_9_2017/906688666298458112_0.jpg
905756409681371137,-1,Here are some more stats with this storm. #Irma will be our top story for the entire weekend. Tune in https://t.co/kMgJCTZDMm,data_image/hurricane_irma/7_9_2017/905756409681371137_0.jpg
923066445872889856,-1,Democrat mocks Trump with paper towels in Congress after Puerto Rico fiasco https://t.co/c9R2Tq14FJ https://t.co/6dX9ZsdNO4,data_image/hurricane_maria/25_10_2017/923066445872889856_0.jpg
906832179036073984,-1,The cone of uncertain continues to shift WEST putting #ATL on E side of #Irma meaning greater tornado threat #gawx https://t.co/LweqvIFHH8,data_image/hurricane_harvey/10_9_2017/906832179036073984_0.jpg
873522434820800512,-1,Sine Mora Steam CD Key https://t.co/yr5CkgnN9g #cdkeys https://t.co/ybGSvB0Ljd,data_image/srilanka_floods/10_6_2017/873522434820800512_0.jpg
929028914659364864,-1,"A tweet from: Scaramucci, via: TweetDeck https://t.co/6kxLU27wfG https://t.co/Lw1SaRvNFw",data_image/hurricane_maria/10_11_2017/929028914659364864_0.jpg
909455779144531968,-1,Reminds me of Irma ὠ2 https://t.co/9kIiIIwyPk,data_image/hurricane_irma/17_9_2017/909455779144531968_0.jpg
901696707951345664,-1,RT @wusa9: Check on friends and family with Facebook's 'Safety Check' after Hurricane Harvey https://t.co/1lof6nTwvC https://t.co/xAP0xBUEga,data_image/hurricane_harvey/27_8_2017/901696707951345664_0.jpg
907360830668210177,-1,Help spread the word to those affected by #Irma and #Harvey. General disaster information: https://t.co/RSVGv9dITE https://t.co/CLDXf1qFWz,data_image/hurricane_harvey/11_9_2017/907360830668210177_0.jpg
913381433552535552,-1,Peak reported wind gusts from Tropical Storm Maria on the US east coast. https://t.co/dNtkCppgcz,data_image/hurricane_maria/28_9_2017/913381433552535552_0.jpg
910140939003457536,-1,Latest No Limits Magazine is Out (delayed by Irma) See: https://t.co/gcB0fdRcz7 https://t.co/RJaL79JTGm,data_image/hurricane_irma/19_9_2017/910140939003457536_0.jpg
909846497533005824,-1,"There are pretty major conflicts between creating a modern, low-carbon grid and the profit motive… https://t.co/E3htRuOnpU",data_image/hurricane_irma/18_9_2017/909846497533005824_0.jpg
905110301552594944,-1,[Author: bossip-staff] https://t.co/EByNXSgXCE Chamillionaire Forms Charity To Help Victims Of Hurricane Harvey... https://t.co/BNvNStNEUV,data_image/hurricane_harvey/5_9_2017/905110301552594944_0.jpg
906983861489422339,-1,"My daughter LOVES what she does! #Volunteering in Houston,TX.. #HurricaneHarvey https://t.co/M3Ec17qlBg",data_image/hurricane_harvey/10_9_2017/906983861489422339_3.jpg
904274294733201408,-1,"RT @texashabanero: A puppy rescue on Beaumont, #Texas. #HurricaneHarvey. (Ashlee Elmore Facebook) https://t.co/sp5xcoTm8B",data_image/hurricane_harvey/3_9_2017/904274294733201408_0.jpg
909686372545568768,-1,How Climate Change Hurricanes Are Rapidly Accelerating the Militarization of America https://t.co/2Vj2QUHyuZ https://t.co/kVzvByrxRC,data_image/hurricane_irma/18_9_2017/909686372545568768_0.jpg
910142833897689088,-1,Been a rough 3 weeks in the Antilles. Back-to-back-to-back major hurricanes. #Irma #Jose #Maria. https://t.co/Akymx0j431,data_image/hurricane_irma/19_9_2017/910142833897689088_0.jpg
909814257730035715,-1,Very Disturbing Track‚ÄºÔ∏è ‚òπÔ∏èHurricane Maria is similar to Irma ‚õà·º∞AMany of the same islands will feel its impact. ·Ω§F https://t.co/NLXvBU0A9F,data_image/hurricane_irma/18_9_2017/909814257730035715_0.jpg
909439401700110337,-1,"World’s Deadliest Weather Caught on Camera || Hurricane Irma, Tornado, Sandstorm, H... https://t.co/u9uv8Zgjei https://t.co/lxqRFgMrTK",data_image/hurricane_harvey/17_9_2017/909439401700110337_0.jpg
909392213481680897,-1,FUN WHILE IN NEW ORLEANS HIDING FROM HURRICANE IRMA Watch Now ·ΩÑ9https://t.co/hzisjViKk2 https://t.co/E6uXj2qlCN,data_image/hurricane_irma/17_9_2017/909392213481680897_0.jpg
911492890077122560,-1,Crack in dam ravaged by Hurricane Maria sparks Puerto Rico evacuations https://t.co/zq9DqZtjw6 https://t.co/KOeoouCqeB,data_image/hurricane_maria/23_9_2017/911492890077122560_0.jpg
910533259586613248,-1,NOW: @alroker on with @AliVelshi discussing the path of Hurricane #Maria on @MSNBC https://t.co/JzFIYQO6QV,data_image/hurricane_maria/20_9_2017/910533259586613248_0.jpg
927556458593636353,-1,Period 2&amp;3 donating supplies for Puerto Rico ἟5἟7 https://t.co/aPWt6GoC1W,data_image/hurricane_maria/6_11_2017/927556458593636353_0.jpg
911885853433192448,-1,#Sismomexico2017 plus 3 days #motorcycles taking supplies to affected areas #MexicoEarthquake @insertcliches https://t.co/aDxOkz7wcs,data_image/mexico_earthquake/24_9_2017/911885853433192448_0.jpg
910227973264916480,-1,RT @ONealWebsterBVI: #BVI #IRMA Offices closed for IRMA. https://t.co/CwAsv4Yklg https://t.co/EYak4Growy,data_image/hurricane_irma/19_9_2017/910227973264916480_0.jpg
910671379288039426,-1,"Even into dark thousands of volunteers are out in droves, driven by a desire to help Mexico City earthquake victims https://t.co/nPJxVcZzKL",data_image/mexico_earthquake/21_9_2017/910671379288039426_0.jpg
907433474025455617,-1,How the big tree got devastated and the small one untouched is beyond me! Luck of the draw! Or a tornado! https://t.co/AzQmqva3Vy,data_image/hurricane_harvey/12_9_2017/907433474025455617_0.jpg
